a.s.l. Aziende Sanitarie Locali;a.s.l. n1 Triestina Dipartimento Salute Mentale;Via Aldo Barbaro XX,;34148;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-8234XX;45.61XXX 13.82XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n.4 Medio Friuli;Via dei Carpini X,;33019;TRICESIMO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8525XX;46.1XXX 13.22XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n.4 Medio Friuli;Via Garibaldi X,;33010;PAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6502XX;46.12XXX 13.18XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n.4 Medio Friuli;Via Ursinins Piccolo X,;33030;BUJA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9608XX;46.20XXX 13.11XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n.4 Medio Friuli;Via Dante X,;33040;POVOLETTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6795XX;46.11XXX 13.29XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per l Assistenza Sanitaria n. 3 Alto Friuli - Collinare - Medio Friuli;Moggio Udinese - Via G. Ermolli, XX,;33015;MOGGIO UDINESE ;(UD) ;    FRIULI VENEZIA GIULIA;0433-513XX;46.39XXX 13.18XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per l'Assistenza Sanitaria n. 2 Bassa Friulana-Isontina;Via Tarvisio X/B,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-710XX;45.6XXX 13.12XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per l'Assistenza Sanitaria n. 5  Friuli Occidentale;Via Campagna XX,;33085;MANIAGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-7315XX;46.16XXX 12.71XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per l'Assistenza Sanitaria n. 5 "Friuli Occidentale";Viale Franco Martelli XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-3454XX;45.95XXX 12.66XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per l'Assistenza Sanitaria n.2   Bassa Friulana - Isontina;Viale Venezia Giulia XX,;34071;CORMONS ;(GO) ;    FRIULI VENEZIA GIULIA;0481-6292XX;45.96XXX 13.46XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per l'Assistenza Sanitaria n.5  Friuli Occidentale;Via Sanzio Raffaello X,;33097;SPILIMBERGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-5955XX;46.11XXX 12.8XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per l'Assistenza Sanitaria n.5  Friuli Occidentale;Via della Vecchia Ceramica X,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-3691XX;45.XXX 12.65XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per l'Assistenza Sanitaria n.5  Friuli Occidentale;Via Unita' d'Italia X,;33085;MANIAGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-7351XX;46.17XXX 12.71XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Asugi;Via V. Veneto, XXX,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-5928XX;45.79XXX 13.55XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Asugi;Via Galvani, X,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4875XX;45.94XXX 13.6XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Asugi;Via Romana, XX,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-7917XX;45.80XXX 13.54XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Asugi;V.le Fatebenefratelli, XX,;34100;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;0481-5924XX;45.64XXX 13.78XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Asugi;Via Costantino Costantinides, X,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;040-39971XX;45.94XXX 13.62XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Asugi;Via Costantino Costantinides, X,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;040-39971XX;45.80XXX 13.XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Asugi;Via Galvani, X,;34133;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;0481-4875XX;45.65XXX 13.7XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Asugi;Viale Venezia Giulia, XX,;34071;CORMONS ;(GO) ;    FRIULI VENEZIA GIULIA;0481-6292XX;45.96XXX 13.46XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Asugi;Via C. Costantinides, X,;34128;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-39911XX;45.65XXX 13.79XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Asugi;Guardia Medica,;34071;CORMONS ;(GO) ;    FRIULI VENEZIA GIULIA;0481-601XX;45.96XXX 13.46XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Azienda Per l'Assistenza Sanitaria n. 2 Bassa Friulana-Isontina;Guardia Medica,;34072;GRADISCA D'ISONZO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-5384XX;45.89XXX 13.4XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Friuli Centrale;Via Sabbionera XX,;33053;LATISANA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-5291XX;45.76XXX 13.00XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Friuli Centrale;Via Morgagni Giobatta XX,;33028;TOLMEZZO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-48XX;46.40XXX 13.XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Friuli Centrale;Via Palmanova X,;33058;SAN GIORGIO DI NOGARO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-6248XX;45.83XXX 13.20XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Friuli Centrale;Via Natisone X,;33057;PALMANOVA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9211XX;45.90XXX 13.32XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Giuliano Isontina;Via Pasteur Louis X/B,;34139;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-39973XX;45.64XXX 13.82XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Giuliano Isontina;Viale Venezia Giulia XX,;34071;CORMONS ;(GO) ;    FRIULI VENEZIA GIULIA;0481-601XX;45.96XXX 13.46XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Integrata di Udine;Via Comesatti,X - Udine,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5424XX;46.07XXX 13.21XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Integrata di Udine;Piazza del Mercato, X - Tarcento,;33017;TARCENTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7926XX;46.21XXX 13.22XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Integrata di Udine;Via Carraria, XX,;33017;TARCENTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-17963XX;46.21XXX 13.21XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Integrata di Udine;Via Cojaniz, X,;33028;TOLMEZZO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7801XX;46.40XXX 13.01XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Integrata di Udine;Via Palmanova, X,;33057;PALMANOVA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-6248XX;45.91XXX 13.34XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Integrata di Udine;Via Molin, XX,;33038;SAN DANIELE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9219XX;46.17XXX 13.02XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Integrata di Udine;Vl. Duodo XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9091XX;46.05XXX 13.2XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Integrata di Udine;Viale Trieste, XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-3877XX;46.06XXX 13.24XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Integrata di Udine;Viale Trento e Trieste XX,;33038;SAN DANIELE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-94XX;46.15XXX 13.00XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Integrata di Udine;V. Morgagni XX,;33028;TOLMEZZO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-48XX;46.40XXX 13.00XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Integrata di Udine;Via Carnia Libera XXXX, XX,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0433-4888XX;46.27XXX 13.13XXX;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Integrata di Udine;Via Rodolone, X,;33053;LATISANA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9893XX;45.XXX 12.99XXX;info@federweb.com;
